"Year","Quarter ID","Quarter","Month ID","Month","Day","Time ID","Time","Nation ID","Nation","State ID","State","Municipality ID","Municipality","Accum Cases","Daily Cases","AVG 7 Days Accum Cases","AVG 7 Days Daily Cases","Rate Daily Cases","Rate Accum Cases","Days from 50 Cases","Style"
2020,1,"Q1",3,"2020-03",28,20200328,"2020-03-28","mex","México",19,"Nuevo León",19031,"Juárez",1,0,1,0,0,0.25197547674179077,0,"solid"
2020,1,"Q1",3,"2020-03",28,20200328,"2020-03-28","mex","México",19,"Nuevo León",19039,"Monterrey",27,1,22.85714340209961,1.2857142686843872,0.08890192955732346,2.4003520011901855,0,"solid"
2020,1,"Q1",3,"2020-03",28,20200328,"2020-03-28","mex","México",19,"Nuevo León",19046,"San Nicolás de los Garza",7,0,5.5714287757873535,0.4285714328289032,0,1.4762855768203735,0,"solid"
2020,1,"Q1",3,"2020-03",28,20200328,"2020-03-28","mex","México",19,"Nuevo León",19048,"Santa Catarina",1,1,0.1428571492433548,0.1428571492433548,0.3105098307132721,0.3105098307132721,0,"solid"
2020,1,"Q1",3,"2020-03",28,20200328,"2020-03-28","mex","México",19,"Nuevo León",19049,"Santiago",0,0,0,0,0,0,0,"solid"
2020,1,"Q1",3,"2020-03",29,20200329,"2020-03-29","mex","México",19,"Nuevo León",19009,"Cadereyta Jiménez",2,0,1.4285714626312256,0.2857142984867096,0,1.9021351337432861,0,"solid"
2020,1,"Q1",3,"2020-03",29,20200329,"2020-03-29","mex","México",19,"Nuevo León",19018,"García",2,1,0.5714285969734192,0.2857142984867096,0.3325076103210449,0.6650152206420898,0,"solid"
2020,1,"Q1",3,"2020-03",29,20200329,"2020-03-29","mex","México",19,"Nuevo León",19019,"San Pedro Garza García",40,0,39.28571319580078,0.4285714328289032,0,29.066810607910156,0,"solid"
2020,1,"Q1",3,"2020-03",29,20200329,"2020-03-29","mex","México",19,"Nuevo León",19021,"General Escobedo",3,0,2.5714285373687744,0.1428571492433548,0,0.6433281302452087,0,"solid"
2020,1,"Q1",3,"2020-03",29,20200329,"2020-03-29","mex","México",19,"Nuevo León",19026,"Guadalupe",9,0,8.857142448425293,0.5714285969734192,0,1.2668687105178833,0,"solid"
